,Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics
248,ALIEN SUPERSTAR,Beyoncé,87,"pop, r&b",215459,2022-07-29,76,0.545,0.641,10,-6.398,0,0.0998,0.00453,6.59e-05,0.171,0.464,121.892,4,"Please, do not be alarmed, remain calm
Do not attempt to leave the dancefloor
The DJ booth is conducting a tro-tro-troubleshoot test of the entire system

I'm one of one, I'm number one, I'm the only one
Don't even waste your time trying to compete with me (Don't do it)
No one else in this world can think like me (True)
I'm twisted (Twisted), I'll contradict it, keep him addicted
Lies on his lips, I lick it

Unique, that's what you are
Stilеttos kicking vintage crystal off the bar
Category bad b-, I'm thе bar (Ooh)
Alien superstar, whip, whip

I'm too classy for this world, forever I'm that girl
Feed you diamonds and pearls, ooh, baby
I'm too classy to be touched, I paid 'em all in dust
I'm stingy with my love, ooh, baby

You are unique (U-N-I-Q-U-E)
Ooh, I'm stingy with my love
Ooh, baby, I'm (U-N-I-Q-U-E)
...
"
249,It'll Be Okay,Shawn Mendes,82,"canadian pop, pop, viral pop",222800,2021-12-01,76,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,4,"Are we gonna make it?
Is this gonna hurt?

Oh, we can try to sedate it
But that never works, yeah

I start to imagine a world where we don't collide

It's making me sick, but we'll heal and the sun will rise

If you tell me you're leaving
I'll make it easy
It'll be okay
If we can't stop the bleeding
We don't have to fix it
We don't have to stay
...
"
250,SKIN OF MY TEETH,Demi Lovato,77,"pop, post-teen pop",162516,2022-06-10,45,0.458,0.947,11,-2.308,0,0.221,1.29e-05,0.0,0.179,0.478,130.941,4,"Demi leaves rehab' again
When is this shit gonna end?
Sounds like the voice in my head
I can't believe I'm not dead

I'm alive by the skin of my teeth
I survived, but it got harder to breathe
Asking why doesn't make it easier
Go easier on me
God, damn it, I just wanna be free
But I can't 'cause it's a fucking disease
I'm alive by the skin of my

Ooh-woo-hoo!
Ooh-woo-hoo

...
"
251,SUMMER RENAISSANCE,Beyoncé,87,"pop, r&b",273997,2022-07-29,70,0.674,0.625,1,-9.593,1,0.0514,0.0843,0.0015,0.11,0.208,120.004,4,"I wanna house you and make you take my name
I'm gonna spouse you and make ya tat' ya ring
I'm gonna take you all the way, baby, can I take you all the way?
You sexy motherfucker, boy, you growin' on me
I just wanna thug you, the category is Bey'
You gangsta motherfucker, boy, you growin' on me
Boy, I just wanna touch you, I can feel it through those jeans

Ah, ah, ah, oh, woo
Boy, you never had a chance
If you make my body talk, I'ma leave you in a trance
Got you walking with a limp, bet this body make ya dance
Dance, dance, dance

It's so good, it's so good, it's so good, it's so good, it's so good

It's so good, it's so good, it's so good, it's so good, it's so good

It's so good, it's so good, it's so good, it's so good, it's so good

I wanna crush you, I won't overanalyze
I'm gonna trust you even though we met tonight
But I'm gonna take you all the way, baby, can I take you all the way?

...
"
252,I'm Good (Blue),David Guetta,87,"big room, dance pop, edm, pop, pop dance",175238,2022-08-26,92,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,"I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
Baby, don't you know I'm good, yeah, I'm feelin' alright

'Cause I'm good, yeah, I'm feelin' alright
Baby, I'ma have the best fuckin' night of my life
And wherever it takes me, I'm down for the ride
...
"
253,Hold Me Closer,Elton John,82,"glam rock, mellow gold, piano rock, rock",202245,2022-08-26,78,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,4,"Hold me closer
Hold me closer
Hold me closer
Hold me closer

I saw you dancing at the ocean
Running fast along the sand
A spirit born of earth and water
Fire flying from your hands (oh)

Hold me closer, tiny dancer (ooh-ooh)
Count the headlights on the highway
Lay me down in sheets of linen (ohh-ooh)
...
"
254,Calm Down (with Selena Gomez),Rema,77,"afrobeats, nigerian pop",239317,2022-08-25,89,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,"Vibez (vibez)

Another banger

Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown, for lockdown, oh, lockdown
Girl, you sweet like Fanta, ooh, Fanta, ooh
If I tell you say, ""I love you"", you no dey form yanga, oh, oh, yanga, oh
No, tell me no, no, no, no, woah-woah, woah-woah
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo, woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm

I see this fine girl, for my party she wear yellow
Every other girl they dey do too much but this girl mellow
Naim, I dey find situation, I go use take tell am hello
Finally, I find way to talk to the girl but she no wan follow
Who you come dey form for? Woah (mhmm)
Why you no wan' conform? Woah (mhmm)
Then I start to feel her bum-bum (mhmm)
...
"
255,SNAP,Rosa Linn,67,alt z,179551,2022-07-15,1,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,4,"It's 4 a.m., I can't turn my head off
Wishing these memories would fade, they never do
Turns out people lie
They said, ""Just snap your fingers""
As if it was really that easy for me to get over you
I just need time

Snapping one, two, where are you?
You're still in my heart
Snapping three, four, don't need you here anymore
Get out of my heart
'Cause I might snap

I'm writing a song
Said, ""This is the last one""
...
"
256,Until I Found You,Stephen Sanchez,77,gen z singer-songwriter,177720,2021-09-01,83,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,3,"Georgia, wrap me up in all your-
I want you in my arms
Oh, let me hold you
I'll never let you go again like I did
Oh, I used to say

""I would never fall in love again until I found her""
I said, ""I would never fall unless it's you I fall into""
I was lost within the darkness, but then I found her
...
"
257,Made You Look,Meghan Trainor,76,"hip pop, pop",134256,2022-10-21,85,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,4,"I could have my Gucci on
I could wear my Louis Vuitton
But even with nothing on
Bet I made you look (I made you look)

I'll make you double take soon as I walk away
Call up your chiropractor just in case your neck break
Ooh, tell me what you, what you, what you gon' do? Ooh
'Cause I'm 'bout to make a scene, double up that sunscreen
I'm 'bout to turn the heat up, gonna make your glasses steam
Ooh, tell me what you, what you, what you gon' do? Ooh

When I do my walk, walk
I can guarantee your jaw will drop, drop
'Cause they don't make a lot of what I got, got
Ladies, if you feel me, this your bop, bop
...
"
258,Midnight Rain,Taylor Swift,100,pop,174782,2022-10-21,84,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,4,"Rain, he wanted it comfortable
I wanted that pain
He wanted a bride
I was making my own name
Chasing that fame
He stayed the same
All of me changed like midnight

My town was a wasteland
Full of cages, full of fences
Pageant queens and big pretenders
But for some, it was paradise

My boy was a montage
A slow-motion, love potion
Jumping off things in the ocean
I broke his heart 'cause he was nice

He was sunshine, I was midnight rain
He wanted it comfortable
I wanted that pain
He wanted a bride
...
"
259,Big Energy,Latto,78,trap queen,172540,2022-03-25,68,0.937,0.793,11,-4.431,0,0.115,0.0453,0.0,0.341,0.794,106.022,4,"Got that real big energy
Got that real big energy (hey Daddy)
When you gon' stop playing?

Bad chick, I could be your fantasy (yeah)
I can tell you got big, big energy (uh-huh)
It ain't too many of 'em that can handle me (yeah)
But I might let you try it off the Hennessy
Make 'em sing to this thang like a melody
And if your girl ain't right, I got the remedy (mmh)
It ain't too many of 'em that can handle me (ayy)
Bad chick, I could be your fantasy (ayy, ayy)

Tell me how you want it (huh?)
Three, two, one and I'm on it (on it)
Feel good, don't it? (Don't it?)
Hood chick, f- you in a bonnet (yeah)
I'ma bust it on the pole like Onyx (ooh)
I'm just being honest (uh-huh)
Juicy, Minute Maid (uh)
But can't do it one minute, man (hell no)
Not a side or a main, I'm the only one he entertain
Spending his, mine in the bank (in the bank)

I like what I see (yeah)
...
"
260,Doja,Central Cee,80,"melodic drill, r&drill",97392,2022-07-21,84,0.911,0.573,6,-7.43,1,0.288,0.38,0.0,0.403,0.972,140.04,4,"How can I be homophobic?
My bitch is gay
Hit man in the top
Try see a man topless, even the stick is gay
Huggin' my bruddas and say that I love them
But I don't swing that way
The mandem celebrate Eid
The trap still runnin' on Christmas day

Somebody tell Doja Cat
That I'm tryna indulge in that
In my grey tracksuit, see the bulge in that
See the motion clap when you're throwin' it back (when you're throwin' it back)
These females plannin' on doin' me wrong
So I'm grabbin' a 'dom out the Trojan pack
Post the location after we're gone
Can't slip and let them know where we're at
...
"
261,pushin P (feat. Young Thug),Gunna,84,"atl hip hop, melodic rap, rap, trap",136266,2022-01-13,76,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,"Wheezy outta here
Pushin' P
Yeah, pushin' P, turn me up
Turn me up, P, uh-ah

Pointers in the Patek and my piece, I'm pushin' P
Copped new hammers for my P, we don't want no peace
Got a spot across the spot, just for Ps
Dropped the dot and then we plot, exotic Ps

She not a lesbian, for P, she turn Pesbian (pushin' P, I'm pushin' P)
Off capital P, I rock these Presidents, count presidents (pushin' P)
Portuguese on her knees, my banana P
...
"
262,Thousand Miles,The Kid LAROI,79,australian hip hop,164781,2022-04-22,75,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,4,"Oh, oh, oh, oh

I know that look on your face
You're comin' my way, you're comin' my way tonight
Here goes another mistake, I know I'm gon' make
I know I'm gon' make tonight, oh

I wish I let it go, you're better off alone
'Cause I'm about to fuck it up with you
I know that look on your face
You're comin' my way, you're comin' my way tonight

And I will never change
I couldn't even if I wanted to for you (oh, oh, oh)
There's nothin' left to say
If I was you, if I was you then I would stay
A thousand miles away
...
"
263,Kill Bill,SZA,90,"pop, r&b, rap",153946,2022-12-08,91,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,4,"I'm still a fan even though I was salty
Hate to see you with some other broad, know you happy
Hate to see you happy if I'm not the one driving

I'm so mature, I'm so mature
I'm so mature, I got me a therapist to tell me there's other men
I don't want none, I just want you
If I can't have you, no one should
I might

I might kill my ex, not the best idea
His new girlfriend's next, how'd I get here?
I might kill my ex, I still love him though
Rather be in jail than alone

I get the sense that it's a lost cause
I get the sense that you might really love her
...
"
264,vampire,Olivia Rodrigo,88,pop,219724,2023-06-30,37,0.511,0.532,5,-5.745,1,0.056,0.169,0.0,0.311,0.322,137.827,4,"I hate to give the satisfaction asking, ""How you're doing now?""
How's the castle built off people you pretend to care about?
Just what you wanted
Look at you, cool guy, you got it

I see the parties and the diamonds
Sometimes when I close my eyes
Six months of torture you sold as some forbidden paradise
I loved you truly
You gotta laugh at the stupidity

'Cause I've made some real big mistakes
But you make the worst one look fine
I should've known it was strange
You only come out at night

I used to think I was smart
But you made me look so naive
The way you sold me for parts
As you sunk your teeth into me, oh
Bloodsucker, dream crusher
...
"
265,Die For You - Remix,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",232857,2023-02-24,82,0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,4,"I'm findin' ways to articulate the feelin' I'm goin' through
I just can't say I don't love you (yeah)
'Cause I love you, yeah
It's hard for me to communicate the thoughts that I hold
But tonight, I'm gon' let you know
Let me tell the truth
Baby, let me tell the truth, yeah

You know what I'm thinkin', see it in your eyes
You hate that you want me, hate it when you cry
You're scared to be lonely, especially in the night
I'm scared that I'll miss you, happens every time

I don't want this feelin', I can't afford love
I try to find reason to pull us apart
It ain't workin', 'cause you're perfect
And I know that you're worth it, I can't walk away (hey)

Even though we'rе goin' through it (ah, ah)
And if it makes you feel alone
Just know that I would die for you (ooh, ooh)
Baby, I would die for you, yeah
...
"
266,Cruel Summer,Taylor Swift,100,pop,178426,2019-08-23,99,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,4,"(Yeah, yeah, yeah, yeah)

Fever dream high in the quiet of the night
You know that I caught it
Bad, bad boy
Shiny toy with a price
You know that I bought it

Killing me slow, out the window
I'm always waiting for you to be waiting below
Devils roll the dice, angels roll their eyes
What doesn't kill me makes me want you more

And it's new, the shape of your body
It's blue, the feeling I've got
And it's ooh, whoa, oh
It's a cruel summer
It's cool, that's what I tell 'em
No rules in breakable heaven
But ooh, whoa oh
It's a cruel summer
With you

Hang your head low
In the glow of the vending machine
...
"
267,Seven (feat. Latto),Jung Kook,86,k-pop,184400,2023-07-14,88,0.802,0.832,11,-4.107,1,0.0434,0.311,0.0,0.0815,0.89,124.997,4,"Weight of the world on your shoulders
I'll kiss your waist and ease your mind
I must be favored to know ya
I'll take my hands and trace your lines

It's the way that we can ride, it's the way that we can ride (oh-oh, oh-oh)
Think I met you in another life, so break me off another time (oh-oh, oh-oh)
You wrap around me and you give me life
And that's why night after night, I'll be lovin' you right

Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday (a week)
Monday, Tuesday, Wednesday, Thursday, Friday (seven days a week)
Every hour, every minute, every second
You know night after night, I'll be lovin' you right, seven days a week

You love when I jump right in, all of me, I'm offering
Show you what devotion is, deeper than the ocean is
Wind it back, I'll take it slow, leave you with that afterglow
Show you what devotion is, deeper than the ocean is

It's the way that we can ride, it's the way that we can ride (oh-oh, oh-oh)
...
"
268,greedy,Tate McRae,86,"alt z, pop",131872,2023-09-15,99,0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,1,"(Woo!)

He said, ""Are you serious? I've tried, but I can't figure out
I've been next to you all night and still don't know what you're about
You keep ta- (ta-ta-), talkin', but not much comin' out your mouth
Can't you tell that I want you?"" I say, ""Yeah""

I would want myself, baby, please, believe me
I'll put you through hell just to know me, yeah-yeah
So sure of yourself, baby, don't get greedy
That shit won't end well, no, it won't end well
(Uh-uh, uh-uh-uh, uh-uh) (woo)

...
"
269,Boy's a liar Pt. 2,PinkPantheress,76,bedroom pop,131013,2023-02-03,83,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,4,"Take a look inside your heart, is there any room for me?
I won't have to hold my breath 'til you get down on one knee
Because you only want to hold me when I'm looking good enough
Did you ever feel me? Would you ever picture us?
Every time I pull my hair, well, it's only out of fear
That you'll find me ugly and one day you'll disappear because

What's the point of crying? It was never even love
Did you ever want me? Was I ever good enough?

The-the boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy
The boy's a liar, the boy's a liar
He doesn't see ya, you're not looking at me, boy

...
"
270,Ella Baila Sola,Eslabon Armado,77,"corrido, corridos tumbados, sad sierreno, sierreno",165671,2023-03-16,85,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,3,"Compa
¿Qué le parece esa morra?
La que anda bailando sola
Me gusta pa mí

¡Bella!
Ella sabe que está buena
Que todos andan mirándola cómo baila

Me acerco
Y le tiro todo un verbo
Tomamos tragos sin peros, solo tentación

Le dije
""Voy a conquistar tu familia
...
"
271,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,84,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino",214945,2023-01-11,85,0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,4,"Pa tipos como tú-ú-ú-ú-ú
Oh-oh (oh-oh)
Pa tipos como tú-ú-ú-ú-ú

Perdón, ya cogí otro avión
Aquí no vuelvo, no quiero otra decepción
Tanto que te la' das de campeón
Y, cuando te necesitaba, diste tu peor versión

Sorry, baby, hace rato
Que yo debí botar ese gato
Una loba como yo no está pa novatos
Una loba como yo no está

Pa tipos como tú-ú-ú-ú-ú
Pa tipos como tú-ú-ú-ú-ú
A ti te quedé grande, por eso estás
Con una igualita que tú-ú-ú-ú-ú
Oh-oh, oh-oh

Esto es pa que te mortifique', mastique', trague', trague', mastique'
Yo contigo ya no regreso, ni que me llore', ni me supliques
Entendí que no es culpa mía que te critiquen
Yo solo hago música, perdón que te sal-pique

Me dejaste de vecina a la suegra
...
"
272,Rich Flex,Drake,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",239359,2022-11-04,86,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,3,"Go buy a zip of weed, hit the club
Pay for 'bout ten nigga to get in, we crunk, lit in this bitch, yeah

(Body up, yuh, yuh)
Know we walk around the world
(Body up, yuh, yuh)
Steppin' not givin' a damn 'bout where our feet land at

Yeah, get your ass mushed, smooshed (6ix)
Yeah, 21, the biggest

Put a nigga in the chicken wing, pussy

21, can you do some' for me? (21)
Can you hit a lil' rich flex for me? (21)
And 21, can you do sum' for me? (21, 21)
Drop some bars to my pussy ex to me
And 21 (21), can you do some' for me? (Yeah)
Can you talk to the opps necks for me? (Okay)
21, do your thing, 21, do your thing (21)
Do your thing, 21, do your thing

Yellow diamonds in the watch, this shit cost a lot
Never send a bitch your dot, that's how you get shot
I DM in Vanish Mode, I do that shit a lot
Took her panties off and this bitch thicker than a plot

All my exes ain't nothin', them hoes busted
If my opps ain't rappin', they ass duckin'
...
"
273,Paint The Town Red,Doja Cat,87,"dance pop, pop",231750,2023-08-04,92,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,4,"By
Walk on by
Walk on by
Walk on by (yeah)
Walk on by

Yeah, trick, I said what I said
I'd rather be famous instead (walk on by)
I let all that get to my head
I don't care, I paint the town red (walk on by)

Trick, I said what I said
I'd rather be famous instead (walk on by)
I let all that get to my head
I don't care, I paint the town red (walk on by)

Mm, she the devil
She a bad lil' b-, she a rebel (walk on by)
She put her foot to the pedal
It'll take a whole lot for me to settle (walk on by)

Mm, she the devil
She a bad lil' b-, she a rebel (walk on by)
She put her foot to the pedal
It'll take a whole lot (yeah) for me to settle (walk on by)

Yeah, said, my happiness is all of your misery
I put good all in my kidneys (walk on by)
This Margiel' don't come with no jealousy
My illness don't come with no remedy (walk on by)

I am so much fun without Hennessy
They just want my love and my energy (walk on by)
You can't talk no without penalties
- I'm in yo' - if you send for me (walk on by)

I'm goin' to glow up one more time
...
"
274,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,88,"art pop, pop",222369,2023-07-13,94,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,4,"Hm, hm

I used to float, now I just fall down
I used to know, but I'm not sure now
What I was made for

What was I made for?

Taking a drive, I was an ideal
Looked so alive, turns out I'm not real
Just something you paid for

What was I made for? Hm

'Cause I, I
...
"
275,Calm Down (with Selena Gomez),Rema,77,"afrobeats, nigerian pop",239317,2022-08-25,89,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,4,"Vibez (vibez)

Another banger

Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown, for lockdown, oh, lockdown
Girl, you sweet like Fanta, ooh, Fanta, ooh
If I tell you say, ""I love you"", you no dey form yanga, oh, oh, yanga, oh
No, tell me no, no, no, no, woah-woah, woah-woah
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo, woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm

I see this fine girl, for my party she wear yellow
Every other girl they dey do too much but this girl mellow
Naim, I dey find situation, I go use take tell am hello
Finally, I find way to talk to the girl but she no wan follow
Who you come dey form for? Woah (mhmm)
Why you no wan' conform? Woah (mhmm)
Then I start to feel her bum-bum (mhmm)
...
"
276,La Bachata,Manuel Turizo,82,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",162637,2022-05-26,84,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,4,"Te bloqueé de Insta, pero por otra cuenta veo tus historias (oh-oh-oh)
Tu número lo borré, no sé pa' qué si me lo sé de memoria
Me hiciste daño y así te extraño
Y aunque sé que un día te voy a olvidar
Aún no lo hago, es complicado
To' lo que hicimo' me gusta recordar

Ando manejando por las calles que me besaste
Oyendo las canciones que un día me dedicaste
Te diría que volvieras, pero eso no se pide
Mejor le pido a Dios que me cuide

...
"
277,Here With Me,d4vd,77,bedroom pop,242484,2022-09-22,15,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,4,"Watch the sunrise along the coast
As we're both getting old
I can't describe what I'm feeling
And all I know is we're going home
So please don't let me go, oh
Don't let me go, oh-oh-oh

And if it's right
I don't care how long it takes
As long as I'm with you
I've got a smile on my face
...
"
278,Daylight,David Kushner,77,"gen z singer-songwriter, singer-songwriter pop",212953,2023-04-14,94,0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4,"Telling myself, ""I won't go there""
Oh, but I know that I won't care
Tryna wash away all the blood I've spilled

This lust is a burden that we both share
Two sinners can't atone from a lone prayer
Souls tied, intertwined by our pride and guilt

(Ooh) there's darkness in the distance
From the way that I've been livin'
(Ooh) but I know I can't resist it

Oh, I love it and I hate it at the same time
You and I drink the poison from the same vine
Oh, I love it and I hate it at the same time
Hidin' all of our sins from the daylight
...
"
279,Karma,Taylor Swift,100,pop,204852,2022-10-21,88,0.642,0.62,8,-7.091,1,0.0666,0.0734,0.0,0.483,0.0969,90.02,4,"You're talking shit for the hell of it
Addicted to betrayal, but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's coming back around

And I keep my side of the street clean
You wouldn't know what I mean

'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

Spider-boy, king of thieves
Weave your little webs of opacity
My pennies made your crown
...
"
280,TQG,KAROL G,90,"reggaeton, reggaeton colombiano, trap latino, urbano latino",197933,2023-02-24,88,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,4,"La que te dijo que un vacío se llena
Con otra persona, te miente
E' como tapar un herida con maquillaje
No se ve, pero se siente
Te fuiste diciendo que me superaste (ey)
Y te conseguiste nueva novia (novia)
Lo que ella no sabe es que tú todavía (au)
Me estás viendo toa' la' historia' (papi)

Bebé, ¿qué fue?
¿No, pues, que muy tragaíto?
¿Qué haces buscándome el lao?
Si sabes que yo errore' no repito (eh, papi)
Dile a tu nueva bebé
Que, por hombre', no compito
Que deje de estar tirando
Que, al meno', yo te tenía bonito

Verte con la nueva me dolió (dolió)
Pero ya estoy puesta pa lo mío
Lo que vivimos se me olvidó
Y eso e' lo que te tiene ofendido
Que hasta la vida me mejoró
Por acá ya no eres bienvenido
Vi lo que tu novia me tiró
...
"
281,MONACO,Bad Bunny,95,"reggaeton, trap latino, urbano latino",267194,2023-10-13,91,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,4,"Dime (dime), dime, ¿esto es lo que tú quería'?
Yo soy fino, esto es trap de galería
Tú eres un charro, Rocky ""The Kid"", una porquería
Yo un campeón, Rocky Marciano, Rocky Balboa, Rocky Maivia

Tengo la ruta, tengo la vía, sí, tengo la vía
Los gasto de noche, facturo to el día
Tanta plata que, que me gusta que
Me chapeen, por eso le meto a toa estas arpía'

Ustedes no saben lo que es estar en altamar con doscientos cuero'
Que la azafata te mame el bicho en el cielo
Lo que es tirar quiniento' mil en el putero
Por eso tu opinión me importa cero

Por eso tú estás 101 en el top 100 y yo estoy primero
Ya no son rapero', ahora son podcastero'
Más que tú está cobrando mi barbero
Chingando y viajando en el mundo entero, hey (hey, hey, hey)

Bebiendo mucha champaña, nunca estamos seco'
Primero llegó Verstappen, después llegó Checo
Si Pablo me viera, diría que soy un verraco
Ustede' hablando mierda y yo y los mío' por Mónaco
Bebiendo mucha champaña, nunca estamos seco'
...
"
282,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",215466,2023-06-02,93,0.855,0.678,1,-6.276,1,0.189,0.0569,3.69e-05,0.412,0.852,99.029,4,"I've seen the devil
Down sunset
In every place
In every face
Yeah (uh, uh)
Yeah (uh, uh)

Tell me, do you see her? She's livin' her life
Even if she acts like she don't want the limelight
But if you knew her, yeah, she lives a lie
She calls the paparazzi, then she acts surprised, oh

Oh, I know what she needs (oh-oh)
She just want the fame, I know what she fiends (oh-oh)
Give her a little taste, runnin' back to me (oh-oh)
Put it in her veins, pray her soul to keep, ooh-ooh
Ooh-ooh, every night (every night)
She prays to the sky
Flashin' lights is all she ever wants to see

Beggin' on her knees to be popular
That's her dream, to be popular (huh)
Kill anyone to be popular (hm)
Sell her soul to be popular (popular)
Just to be popular (uh-huh)
Everybody scream 'cause she popular (huh)
She mainstream 'cause she popular
Never be free 'cause she popular
...
"
283,I KNOW ?,Travis Scott,93,"hip hop, rap, slap house",211582,2023-07-28,92,0.927,0.619,5,-4.441,0,0.0539,0.0186,0.0,0.104,0.817,117.995,4,"Tell me, is you still up? (Up)
It's 5 a.m. and I'm drunk right now
Tell me, can we still fuck? (Fuck that shit)
One of one, I'm in the zone right now
Tell me, am I still? Mmm
Tellin' you just how I feel right now
You said it's just the drugs and I know
I know, I know, I know, I know, I know, I know
I lied too, way before (let's go), before
Before I had you right inside my arms
But then again, I could be drunk (it's lit, yeah)

Baby, I don't wanna sound righteous (yeah)
I got 20 bitches suckin' like bisons
I just eeny, meeny, miney, roll the dices, I pick her (pop It, pop It)

She ain't really even my type, been out here
She been losin' herself to the night shift
She been losin' herself, and I get it, oh, girl, yeah, I get it

Yeah, yeah, you've been fightin' for your shot
And you've been searchin' for your spot
Girl, I feel it, yeah, girl, I feel it, yeah
...
"
284,Escapism.,RAYE,78,"uk contemporary r&b, uk pop",272373,2022-11-25,13,0.538,0.742,2,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,96.107,4,"Sleazin' and teasin', I'm sittin' on him
All of my diamonds are drippin' on him
I met him at the bar, it was 12 or somethin'
I ordered two more wines, 'cause tonight, I want him

A little context if you care to listen
I find myself in a shit position
The man that I love sat me down last night
And he told me that it's over, dumb decision
And I don't wanna feel how my heart is rippin'
In fact, I don't wanna feel, so I stick to sippin'
And I'm out on the town with a simple mission
In my little black dress, and this shit is sittin'

Just a heart broke bitch, high heels, six inch
In the back of the nightclub, sippin' champagne
I don't trust any of these bitches I'm with
In the back of the taxi, sniffin' cocaine
Drunk calls, drunk texts, drunk tears, drunk sex
I was lookin' for a man who was on the same page
Now it's back to the intro, back to the bar
To the Bentley, to the hotel, to my old ways

'Cause I don't wanna feel how I did last night
I don't wanna feel how I did last night
Doctor, doctor, anything, please
Doctor, doctor, have mercy on me, take this pain away
You're asking me my symptoms, doctor, I don't wanna feel

...
"
