Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Track ID,Uri,Track_href,Analysis_url,Duration_ms,Time_signature,Lyrics
MIDDLE OF THE NIGHT,Elley Duhé,spotify:artist:67MNhiAICFY6Pwc2YxCO0K,74,alt z,184447,2020-01-10,82,0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,audio_features,58HvfVOeJY7lUuCqF0m3ly,spotify:track:58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/tracks/58HvfVOeJY7lUuCqF0m3ly,https://api.spotify.com/v1/audio-analysis/58HvfVOeJY7lUuCqF0m3ly,184448,3,"I summoned you, please come to me
Don't bury thoughts that you really want
I fill you up, drink from my cup
Within me lies what you really want

Come, lay me down
'Cause you know this
'Cause you know this sound

In the middle of the night
In the middle of the night
Just call my name, I'm yours to tame
In the middle of the night
In the middle of the night
I'm wide awake, I crave your taste
All night long 'til morning comes
I'm getting what is mine
You gon' get yours, oh, no, ooh-ooh
In the middle of the night
...
"
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,86,"modern rock, pop, rock",173381,2021-10-28,80,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,audio_features,1r9xUipOqoNwggBpENDsvJ,spotify:track:1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/tracks/1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/audio-analysis/1r9xUipOqoNwggBpENDsvJ,173381,4,"Look out for yourself

I wake up to the sounds of the silence that allows
For my mind to run around with my ear up to the ground
I'm searching to behold the stories that are told
When my back is to the world that was smiling when I turned

Tell you, you're the greatest
But once you turn, they hate us

Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy
(Look out for yourself)
My enemy
(Look out for yourself)
But I'm ready

Your words up on the wall as you're praying for my fall
And the laughter in the halls
And the names that I've been called
...
"
Jimmy Cooks (feat. 21 Savage),Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",218364,2022-06-17,89,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,audio_features,3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,218365,4,"Just awaken shaken once again, so you know it's on
(Just awaken shaken once again, ho, you know it's on)
Just awaken shaken once again, so you know it's on
(Just awaken shaken once again, ho, you know it's on)
Yeah, life
Life is only thing we need
They need me to go, but I don't wanna leave
Rest in peace to Lil Keed

Fuck a pigeonhole, I'm a night owl, this a different mode
I might have to make her paint a 6 on her pinky toe
Heard you with a shooting guard, just let a nigga know
I would have you courtside, not the middle row
All good, love, in a minute, though
I can't stress about no bitch 'cause I'm a timid soul
Plus I'm cookin' up ambition on a kitchen stove
Pot start to bubble, see the suds, that shit good to go

Hoes say I'm suave, but I can't get RICO'd
Bro think he John Wayne, I bought him yellow stones
Love the way they hang, babe, fuck the silicone
Everybody fake now, you could crack the code
Bust down everything, set in rose gold
Dread talkin' to you niggas like I'm J. Cole
I can tell her head good before I even know
Bitch, don't tell me that you model if you ain't been in Vogue
...
"
I Like You (A Happier Song) (with Doja Cat),Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,87,"dfw rap, melodic rap, pop, rap",192840,2022-06-03,84,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,audio_features,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841,4,"Oh girl I like you, I do
I wanna be your friend, go shoppin' in the Benz
I like you, I do
I'll hit you when I land, can you fit me in your plans?
I like you, I do
We went over to France, then we woke up in Japan
I like you, I do (I do)

Oh girl, I know you only like it fancy
So I pull up in that Maybach Candy
Yeah, your boyfriend'll never understand me
'Cause I'm 'bout to pull his girl like a hammy, hammy
Let's take a lil' dip, lil' lady
Hit PCH, 180
Yeah, I've been thinkin' lately
That I need someone to save me

Now that I'm famous, I got hoes all around me, but
I need a good girl, I need someone to ground me, so
Please be true, don't fuck around with me
I need someone to share this heart with me
Fill you up, then run it back again

Oh girl I like you, I do
...
"
Oh My God,Adele,spotify:artist:4dpARuHxo51G3z768sgnrY,85,"british soul, pop, pop soul, uk pop",225148,2021-11-19,80,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,audio_features,3Kkjo3cT83cw09VJyrLNwX,spotify:track:3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/tracks/3Kkjo3cT83cw09VJyrLNwX,https://api.spotify.com/v1/audio-analysis/3Kkjo3cT83cw09VJyrLNwX,225149,4,"I ain't got too much time to spend
But I'll make time for you to show how much I care
Wish that I would let you break my walls
But I'm still spinning out of control from the fall
Boy, you give good love, I won't lie
It's what keeps me coming back even though I'm terrified

I know that it's wrong
But I want to have fun
Mm, yeah, mm, yeah
I know that it's wrong
But I want to have fun
Mm, yeah, mm, yeah

Oh my god, I can't believe it
Out of all the people in the world
What is the likelihood of jumping
Out of my life and into your arms?
Maybe, baby, I'm just losing my mind
'Cause this is trouble, but it feels right
Teetering on the edge of Heaven and Hell
Is a battle I cannot fight

...
"
We Don't Talk About Bruno,Carolina Gaitán - La Gaita,spotify:artist:29PgYEggDV3cDP9QYTogwv,57,movie tunes,216120,2021-11-19,78,0.577,0.45,0,-8.516,0,0.0834,0.357,0.0,0.111,0.83,205.863,audio_features,52xJxFP6TqMuO4Yt0eOkMz,spotify:track:52xJxFP6TqMuO4Yt0eOkMz,https://api.spotify.com/v1/tracks/52xJxFP6TqMuO4Yt0eOkMz,https://api.spotify.com/v1/audio-analysis/52xJxFP6TqMuO4Yt0eOkMz,216120,4,"We don't talk about Bruno, no, no, no!
We don't talk about Bruno... but

It was my wedding day
It was our wedding day
We were getting ready, and there wasn't a cloud in the sky
No clouds allowed in the sky

Bruno walks in with a mischievous grin-
Thunder!
You telling this story, or am I?
I'm sorry, mi vida, go on

Bruno says, ""It looks like rain""
Why did he tell us?
In doing so, he floods my brain
Abuela, get the umbrellas
Married in a hurricane
What a joyous day... but anyway

We don't talk about Bruno, no, no, no!
We don't talk about Bruno!

Hey! Grew to live in fear of Bruno stuttering or stumbling
I could always hear him sort of muttering and mumbling
I associate him with the sound of falling sand, ch-ch-ch
It's a heavy lift, with a gift so humbling
Always left Abuela and the family fumbling
...
"
Una Noche en Medellín,Cris Mj,spotify:artist:1Yj5Xey7kTwvZla8sqdsdE,80,"mambo chileno, urbano chileno",153750,2022-01-21,21,0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,audio_features,1O2pcBJGej0pmH2Y9XZMs6,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,https://api.spotify.com/v1/tracks/1O2pcBJGej0pmH2Y9XZMs6,https://api.spotify.com/v1/audio-analysis/1O2pcBJGej0pmH2Y9XZMs6,153750,4,"Nena, dime si tú estás pa mí
Como yo estoy puesto pa ti
Te llevo una noche a Medellín
Y te pago el gym

Nena, dime si tú estás pa mí
Como yo estoy puesto pa ti
Te llevo una noche a Medellín
Y te pago el gym

Te voy a hacerte completa
Está buscando que yo le meta
Ya llegamo' a la meta
Ahora nadie aprieta

Y me puse las Balenciaga
Mami, no te hagas, vente pa' acá, tú eres brava
Me gusta porque eres malvada
No está' operada y así mata' la' mirada'

Y me ayuda a contar billete'
Saca su juguete, to' ya saben quién le mete
...
"
All For Us,Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7,77,"indie poptimism, pop",191710,2019-11-21,75,0.46,0.66,3,-6.642,1,0.0652,0.0108,0.000139,0.34,0.18,141.722,audio_features,76YSWx6L6FNsuaP6GWBb8P,spotify:track:76YSWx6L6FNsuaP6GWBb8P,https://api.spotify.com/v1/tracks/76YSWx6L6FNsuaP6GWBb8P,https://api.spotify.com/v1/audio-analysis/76YSWx6L6FNsuaP6GWBb8P,191710,4,"Oh
I'm taking it all for us
I'm taking it all
I'm taking it all for us
Oh
I'm doing it all for love
I'm doing it all
I'm doing it all for love

Taking it all for us, all
Doing it all for love
Aye-aye, aye-aye

No food in the kitchen (famine, famine)
Money MIA (pockets hell-a empty)
Momma making ends meet (making ends meet)
Working like a slave (Mississippi, aye-aye)
Daddy ain't at home, no (father, father)
Better be a man (Michael Corleone)
Do it for my homegrown's (sisters, brothers)
...
"
Where Are You Now,Lost Frequencies,spotify:artist:7f5Zgnp2spUuuzKplmRkt7,76,"belgian edm, edm, pop dance, tropical house",148197,2021-07-30,82,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,audio_features,3uUuGVFu1V7jTQL60S1r8z,spotify:track:3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z,148197,4,"You're just like my favorite song going 'round and 'round my head
Like my favorite song going 'round and 'round my head

Five days on the freeway
Riding shotgun with you (yeah, yeah)
Two hearts in the fast lane
We had big dreams in blue (yeah, yeah)
Playing ""Sweet Child O' Mine""
And I still feel that line
Where are you now?
Where are you now?

Hey, it's been too long
Too long ago, my love
Where did we go wrong?
Too late to turn around
Where are you now?
Where are you now?
Hey, it's been too long

...
"
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,76,lgbtq+ hip hop,210575,2022-09-22,78,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,audio_features,38T0tPVZHcPZyhtOcCP7pF,spotify:track:38T0tPVZHcPZyhtOcCP7pF,https://api.spotify.com/v1/tracks/38T0tPVZHcPZyhtOcCP7pF,https://api.spotify.com/v1/audio-analysis/38T0tPVZHcPZyhtOcCP7pF,210576,4,"Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin'

Don't ever say it's over if I'm breathin'
Racin' to the moonlight and I'm speedin'
I'm headed to the stars, ready to go far
I'm star walkin'

On the mission to get high up
I know that I'ma die reachin' for a life that
I don't really need at all
Never listened to replies, learned a lesson from the wise
You should never take advice from somebody that ain't try

They said I wouldn't make it out alive
They told me I would never see the rise
That's why I gotta get 'em every time
Gotta watch 'em bleed too

...
"
Infinity,Jaymes Young,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,67,indie poptimism,237720,2017-06-23,84,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,audio_features,1SOClUWhOi8vHZYMz3GluK,spotify:track:1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/tracks/1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/audio-analysis/1SOClUWhOi8vHZYMz3GluK,237720,4,"(Oh-oh)
(Oh-oh-oh)
(Oh-oh)
(Oh-oh-oh)

Baby, this love
I'll never let it die
Can't be touched by no one
I'd like to see 'em try

I'm a mad man for your touch, girl, I've lost control
I'm gonna make this last forever, don't tell me it's impossible

'Cause I love you for infinity (oh-oh-oh)
I love you for infinity (oh-oh-oh)
'Cause I love you for infinity (oh-oh-oh)
I love you for infinity (oh-oh-oh)

...
"
MAMIII,Becky G,spotify:artist:4obzFoKoKRHIphyHzJ35G3,77,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino",226088,2022-02-10,76,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,audio_features,1ri9ZUkBJVFUdgwzCnfcYs,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,https://api.spotify.com/v1/tracks/1ri9ZUkBJVFUdgwzCnfcYs,https://api.spotify.com/v1/audio-analysis/1ri9ZUkBJVFUdgwzCnfcYs,226088,4,"O-O-Ovy On The Drums
Salud, mami
Ah, ah-ah, ay

Lo que no sirve, que no estorbe
Te metiste autogol por torpe
Te quedó grande este torque
Ya no estoy pa que de mí te enamores, baby (sheesh)
Sin Visa ni pasaporte (no)
Mandé tu falso amor de vacaciones (shee, shee, shee, shee)

Pa la mierda y nunca vuelvas
Que todo se te devuelva, no
De lo que me hiciste si no te acuer-

No me vuelvas a llamar, que hasta boté el celular
De lo tóxico que eres, se volvió perjudicial
Lo que se va, se va
Conmigo no te equivoques
De lo tóxico que eres, no te quiero ver más (sheesh)

Llegué pa'l party, saca la botella
La que te quería, no sé quién es ella
Te dejé el review, no te puse ni una estrella
...
"
Sacrifice,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,95,"canadian contemporary r&b, canadian pop, pop",188918,2022-01-06,76,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,audio_features,1nH2PkJL1XoUq8oE6tBZoU,spotify:track:1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/tracks/1nH2PkJL1XoUq8oE6tBZoU,https://api.spotify.com/v1/audio-analysis/1nH2PkJL1XoUq8oE6tBZoU,188918,4,"I was born in a city
Where the winter nights don't ever sleep
So this life's always with me
The ice inside my veins will never bleed

Uh, every time you try to fix me
I know you'll never find that missing piece
When you cry and say you miss me
I lie and tell you that I'll never leave, but

I sacrifice (sacrifice)
Your love for more of the night (of the night)
I try to put up a fight (up a fight)
Can't tie me down (down)

I don't wanna sacrifice
For your love, I try
I don't wanna sacrifice
...
"
Sweetest Pie,Megan Thee Stallion,spotify:artist:181bsRPaVXVlUKXrxwZfHK,79,"houston rap, pop, r&b, rap, trap queen",201334,2022-03-11,74,0.814,0.628,7,-7.178,1,0.221,0.167,0.0,0.101,0.677,123.977,audio_features,7mFj0LlWtEJaEigguaWqYh,spotify:track:7mFj0LlWtEJaEigguaWqYh,https://api.spotify.com/v1/tracks/7mFj0LlWtEJaEigguaWqYh,https://api.spotify.com/v1/audio-analysis/7mFj0LlWtEJaEigguaWqYh,201334,4,"'Mano
You've never been to Heaven, have you? (OG Parker)

Ooh, this the ride of your life
Hold on 'cause, baby, I might
I might just give you a bite of the sweetest pie (yeah, yeah, yeah, ah)
Ooh, baby, we can go fast
I'll drive and you just lay back
I got the flavor that lasts, yeah, the sweetest pie (uh-huh, uh-huh)

I might take you home with this
I might give you all of it (yeah)
Come get your dose of the sweetest pie
Ooh, this the ride of your life
Hold on 'cause, baby, I might
I might just give you a bite of the sweetest pie (uh-huh, uh-huh)

Baby, I'm the sweetest, pussy is the meanest
Hot Girl shit, but I'm cold every season
Know he got that pipe, let him bust it 'til it's leaking (yeah, mwah)
Booty like a pillow, he can use it while he sleeping (look)

Don't be going through my phone 'cause that's the old me (old me)
Ain't the only one tryna be my one and only (one and only)
Real thick, moving slow, that body like codeine
He a player (hey, hey, hey), but for Megan, he cutting the whole team

That body looking nice (looking nice)
I got cake and I know he want a slice
...
"
Ojitos Lindos,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,95,"reggaeton, trap latino, urbano latino",258298,2022-05-06,87,0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,audio_features,3k3NWokhRRkEPhCzPmV8TW,spotify:track:3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,258299,4,"Hace mucho tiempo le hago caso al corazón
Y pasan los día', los mese' pensando en tu olor
Ha llegado el tiempo para usar la razón
Ante' que sea tarde y sin querer me parta en do'

Antes de que salga el sol y hunda el acelerador
Que vaya sin frenos y pierda el control
Nada más seremos do', tú y yo acariciándono'
En medio del tiempo, sin decir adiós

Y solo mírame con esos ojito' lindo'
Que con eso yo estoy bien
Hoy he vuelto a nacer

Hacе tiempo que no agarro a nadie de la mano
Hace tiempo que no envío: ""buenos días, te amo""

Pero tú me tiene' enredao, me envolví
Iba por mi camino y me perdí
Mi mirada cambió cuando tus ojos vi
Bye-bye a los culo', ni me despedí

Yo no te busqué, no
Chocamo' en el trayecto
Con tu alma es la que yo conecto
Tranquila, no tiene que ser perfecto, no

...
"
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,90,"barbadian pop, pop, urban contemporary",196519,2022-10-28,75,0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,audio_features,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520,4,"Lift me up
Hold me down

Keep me close
Safe and sound

Burning in a hopeless dream
Hold me when you go to sleep
Keep me in the warmth of your love
When you depart, keep me safe
Safe and sound

Lift me up
Hold me down
...
"
Snow On The Beach (feat. Lana Del Rey),Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,100,pop,256124,2022-10-21,77,0.663,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.117,0.193,109.957,audio_features,1wtOxkiel43cVs0Yux5Q4h,spotify:track:1wtOxkiel43cVs0Yux5Q4h,https://api.spotify.com/v1/tracks/1wtOxkiel43cVs0Yux5Q4h,https://api.spotify.com/v1/audio-analysis/1wtOxkiel43cVs0Yux5Q4h,256124,4,"One night, a few moons ago, I
Saw flecks of what could've been lights
But it might just have been you
Passing by unbeknownst to me
Life is emotionally abusive
And time can't stop me quite like you did
And my flight was awful, thanks for asking
I'm unglued - thanks to you

And it's like snow at the beach
Weird, but it was beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's comin' down, no sound, it's all around
Like snow on the beach
Like snow on the beach
Like snow on the beach
Like snow

This scene feels like what I once saw on a screen
I searched 'aurora borealis green'
...
"
One Right Now (with The Weeknd),Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,87,"dfw rap, melodic rap, pop, rap",193506,2021-11-05,75,0.687,0.781,1,-4.806,1,0.053,0.0361,0.0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507,4,"Na-na-na-na, na-na
Na-na-na-na, oh no
Yeah, yeah

Said you love me, but I don't care
That I broke my hand on the same wall
That you told me that he fucked you on (oh!)
You think it's so easy fucking with my feelings
I got one coming over and one right now (uh)
One right now
(One right now, one right now, oh-oh-oh)
I got one coming over and one right now

Said you want to have my babies
I fucked you so good, you should pay me
Don't call me ""baby"" when you did me so wrong
(When you did me so wrong)

But I got over what you did already
Body for body, so petty
...
"
BREAK MY SOUL,Beyoncé,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,"pop, r&b",278281,2022-06-21,69,0.687,0.887,1,-5.04,0,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,audio_features,2KukL7UlQ8TdvpaA7bY3ZJ,spotify:track:2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/tracks/2KukL7UlQ8TdvpaA7bY3ZJ,https://api.spotify.com/v1/audio-analysis/2KukL7UlQ8TdvpaA7bY3ZJ,278282,4,"La, la-la-la-la-la-la-la-la
La-la-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la

You won't break my soul
You won't break my soul
You won't break my soul
You won't break my soul
I'm tellin' everybody, everybody
Everybody, everybody

Now, I just fell in love, and I just quit my job
I'm gonna find new drive, damn, they work me so damn hard
Work by nine, then off past five
And they work my nerves, that's why I cannot sleep at night

I'm looking for motivation
I'm looking for a new foundation, yeah
And I'm on that new vibration
I'm building my own foundation, yeah
Hold up, oh, baby, baby

You won't break my soul (na, na)
You won't break my soul (no-no, na, na)
You won't brеak my soul (no-no, na, na)
You won't break my soul (na, na)
And I'm tellin' evеrybody, na, na, everybody
Everybody, everybody

I'ma let down my hair 'cause I lost my mind
...
"
Woman,Doja Cat,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,87,"dance pop, pop",172626,2021-06-25,86,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,audio_features,6Uj1ctrBOjOas8xZXGqKk4,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627,4,"Hey, woman
Hey, woman

Woman
Let me be your woman
Woman, woman, woman
I can be your woman
Woman, woman, woman
Let me be your woman
Woman, woman, woman
I can be your woman
Woman, woman, woman

Know what you need
She give tenfold, come here, papa, plant your seed
She can grow it from the womb, a family
Provide loving, overlooked and unappreciated, you see? (Yeah)

You can't reciprocate, I got delicious taste
You need a woman's touch in your place
Just protect her and keep her safe
Baby, worship my hips and waist
So feminine with grace
I touch your soul when you hear me say
""(Boy), let me be your woman""
...
"
Te Felicito,Shakira,spotify:artist:0EmeFodog0BfCgMzAIvKQp,85,"colombian pop, dance pop, latin pop, pop",172235,2022-04-21,80,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,audio_features,2rurDawMfoKP4uHyb2kJBt,spotify:track:2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/tracks/2rurDawMfoKP4uHyb2kJBt,https://api.spotify.com/v1/audio-analysis/2rurDawMfoKP4uHyb2kJBt,172235,4,"Por completarte me rompí en pedazos
Me lo advirtieron pero no hice caso
Me di cuenta que lo tuyo es falso
Fue la gota que rebasó el vaso

No me digas que lo sientes
Eso parece sincero, pero te conozco bien y sé que mientes

Te felicito, qué bien actúas
De eso no me cabe duda
Con tu papel continúa
Te queda bien ese show

Te felicito, qué bien actúas
De eso no me cabe duda
Con tu papel continúa
Te queda bien ese show
Te felicito, qué bien actúas

Su filosofía barata no la compro
Lo siento, en esa moto ya no me monto
La gente de dos caras no la soporto
Yo que ponía las manos al fuego por ti
...
"
Shut Down,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,81,"k-pop, k-pop girl group, pop",175889,2022-09-16,72,0.82,0.686,0,-5.102,1,0.038,0.00412,0.0,0.184,0.668,110.058,audio_features,0ARKW62l9uWIDYMZTUmJHF,spotify:track:0ARKW62l9uWIDYMZTUmJHF,https://api.spotify.com/v1/tracks/0ARKW62l9uWIDYMZTUmJHF,https://api.spotify.com/v1/audio-analysis/0ARKW62l9uWIDYMZTUmJHF,175889,3,"BLACKPINK in your area, eh-oh
BLACKPINK in your area, eh-oh

컴백이 아냐, 떠난 적 없으니까
고개들이 돌아, 진정해, 목 꺾일라
분홍빛의 얼음 drip, drip, drip, freeze 'em on sight
Shut it down, what, what, what, what?

게임이 아냐, 진 적이 없으니까
짖어봐, 네 목에 목줄은 내 거니까
땅바닥에 닿은 pedal, we go two-zero-five
Shut it down, uh-uh-uh-uh

초록 비를 내려 머리 위로, don't trip, baby
겸손하게 그냥 앉아있어, just sit, baby
Praying for my downfall, many have tried, baby
Catch me when you hear my Lamborghini go vroom, vroom, vroom, vroom

When we pull up, you know it's a shut down
간판 내리고 문 잠가 shut down
Whip it, whip it, whip it, whip it, whip it, whip it, whip it, whip it
...
"
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,95,"canadian contemporary r&b, canadian pop, pop",191013,2020-03-20,84,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,1oFAF1hdPOickyHgbuRjyX,spotify:track:1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/tracks/1oFAF1hdPOickyHgbuRjyX,https://api.spotify.com/v1/audio-analysis/1oFAF1hdPOickyHgbuRjyX,191014,4,"Ooh (ooh)
Nah-nah, yeah

I saw you dancing in a crowded room (uh)
You look so happy when I'm not with you
But then you saw me, caught you by surprise
A single teardrop falling from your eye

I don't know why I run away (oh, oh, oh, oh, oh)
I'll make you cry when I run away (oh, oh, oh, oh, oh)

Take me back 'cause I wanna stay
Save your tears for another

...
"
STAY (with Justin Bieber),The Kid LAROI,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,79,australian hip hop,141805,2021-07-23,40,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5PjdY0CKGZdEuoNab3yDmX,spotify:track:5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/tracks/5PjdY0CKGZdEuoNab3yDmX,https://api.spotify.com/v1/audio-analysis/5PjdY0CKGZdEuoNab3yDmX,141806,4,"I do the same thing, I told you that I never would
I told you I changed, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey

I get drunk, wake up, I'm wasted still
I realize the time that I wasted here
I feel like you can't feel the way I feel
I'll be fucked up if you can't be right here

Oh-whoa (oh-whoa, whoa)
Oh-whoa (oh-whoa, whoa)
Oh-whoa (oh-whoa, whoa)
I'll be fucked up if you can't be right here

I do the same thing, I told you that I never would
I told you I changed, even when I knew I never could
...
"
29,Demi Lovato,spotify:artist:6S2OmqARrzebs0tKUEyXyp,77,"pop, post-teen pop",163027,2022-08-17,58,0.322,0.698,1,-3.812,0,0.0542,0.00507,0.0,0.249,0.288,183.963,audio_features,3gXWe15nwrjfhjYQ5RqLx7,spotify:track:3gXWe15nwrjfhjYQ5RqLx7,https://api.spotify.com/v1/tracks/3gXWe15nwrjfhjYQ5RqLx7,https://api.spotify.com/v1/audio-analysis/3gXWe15nwrjfhjYQ5RqLx7,163028,4,"Petal on the vine, too young to drink wine
Just five years a bleeder, student and a teacher
Far from innocent, what the fuck's consent?
Numbers told you not to, but that didn't stop you

Finally twenty-nine
Funny, just like you were at the time
Thought it was a teenage dream, just a fantasy
But was it yours or was it mine?
Seventeen, twenty-nine

Oh-oh-oh, oh-oh-oh, oh-oh-oh, oh-oh
Seventeen, twenty-nine
...
"
When You're Gone,Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,82,"canadian pop, pop, viral pop",172266,2022-03-31,77,0.603,0.691,5,-5.805,1,0.0372,0.0248,0.0,0.583,0.577,147.148,audio_features,0U1W2LZVUX7qTm7dDpqxh6,spotify:track:0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/tracks/0U1W2LZVUX7qTm7dDpqxh6,https://api.spotify.com/v1/audio-analysis/0U1W2LZVUX7qTm7dDpqxh6,172267,4,"You never know how good you have it, oh-oh
Until you're starin' at a picture of the only girl that matters, ah-ah

I know what we're supposed to do
It's hard for me to let go of you
So I'm just tryna hold on

Hold on, I don't wanna know what it's like when you're gone
I don't wanna move on
I don't wanna know what it's like when you're gone for good
You're slipping through my fingertips
A little bit, by a little bit
I didn't know that loving you was the happiest I've ever been
So I'm just tryna hold on

I need to learn how to cope without you
...
"
